;EPackage;EClass;EAttribute;EReference;EOperation;EParameter;EEnum;EEnumLiteral;EAnnotation
2;1;26;15;12;1;1;3;14;4
3;1;26;16;12;1;1;3;14;4
4;1;26;16;12;1;1;3;14;7
5;1;26;16;12;1;1;3;14;7
