;EPackage;EClass;EAttribute;EReference;EOperation;EParameter;EEnum;EEnumLiteral;EAnnotation
23;1;62;62;44;1;1;5;40;31
24;1;63;62;44;1;1;5;40;32
25;1;63;63;44;1;1;5;40;32
26;1;64;63;45;1;1;5;40;32
27;1;64;63;45;1;1;5;40;32
28;1;64;63;45;1;1;5;40;32
29;1;64;63;45;1;1;5;40;32
30;1;67;65;51;0;0;5;40;32
31;1;67;65;51;0;0;5;40;33
32;1;67;65;51;0;0;5;40;32
33;1;69;65;55;0;0;5;40;38
